"state","violation_raw","violation","violation_clean"
"NJ","39:4-215 FAIL OBEY DIRECTIONS","FAIL OBEY DIRECTIONS","Safe movement"
"NJ","39:4-49.1 POSS. OF CDS IN MV","POSS. OF CDS IN MV","Other"
"NJ","39:4-50 OPERATE MV UNDER INFLUEN","OPERATE MV UNDER INFLUEN","DUI"
"NJ","39:4-51B POSS OPEN CONTAINER","POSS OPEN CONTAINER","DUI"
"NJ","39:4-56 DELAYING TRAFFIC","DELAYING TRAFFIC","Safe movement"
"NJ","39:4-67 OBSTRUCT PASS OF VEH","OBSTRUCT PASS OF VEH","Equipment"
"NJ","39:4-81 OBEYING TRAFFIC SIGNALS","OBEYING TRAFFIC SIGNALS","Stop sign/light"
"NJ","39:4-85 PASSING LEFT OVERTAKING","PASSING LEFT OVERTAKING","Safe movement"
"NJ","39:4-88A FAILURE TO KEEP RIGHT (PASSENGER CAR)","FAILURE TO KEEP RIGHT (PASSENGER CAR)","Safe movement"
"NJ","39:4-88B UNSAFE LANE CHANGE","UNSAFE LANE CHANGE","Safe movement"
"NJ","39:4-89 DISTANCE BETWEEN VEHICLE","DISTANCE BETWEEN VEHICLE","Safe movement"
"NJ","39:4-92.2 FAILURE TO YIELD, STOPPED EMERGENCY VEHICLE","FAILURE TO YIELD, STOPPED EMERGENCY VEHICLE","Safe movement"
"NJ","39:4-96 RECKLESS DRIVING","RECKLESS DRIVING","Safe movement"
"NJ","39:4-97 CARELESS DRIVING","CARELESS DRIVING","Safe movement"
"NJ","39:4-97.3 USE OF HANDS-FREE WIRELESS TELEPHONE","USE OF HANDS-FREE WIRELESS TELEPHONE","Cell phone"
"NJ","39:4-98 RATES OF SPEED","RATES OF SPEED","Speeding"
"NJ","39:4-99 EXCEED SPEED LIMITATIONS","EXCEED SPEED LIMITATIONS","Speeding"
"NJ","39:6B-2 PENALITIES UNINSURED VEH","PENALITIES UNINSURED VEH","Paperwork"
"NJ","39:8-1 VEHICLE INSPECTION","VEHICLE INSPECTION","Equipment"
"NJ","39:8-4 REPAIRS OF VEHICLES","REPAIRS OF VEHICLES","Other"
"NJ","39:8-6 DISPLAY OF INSPECTION","DISPLAY OF INSPECTION","Paperwork"
"NY","VTL1180     0D    0I0","SPEED IN ZONE","Speeding"
"NY","VTL1180     0B    0I0","SPEED OVER 55 ZONE","Speeding"
"NY","VTL0306     B     0I0","UNINSPECTED MOTOR VEHICLE","Paperwork"
"NY","VTL1229-C   03    0I0","NO SEAT BELT","Seat belt"
"NY","VTL0509     01    0I0","UNLICENSED OPERATOR","License"
"NY","VTL0375     2A1   0I0","NO/INADEQUATE LIGHTS","Lights"
"NY","VTL1110     0A    0I0","DISOBEYED TRAFFIC CONTROL DEVICE","Stop sign/light"
"NY","VTL1225-C   02A   0I0","OP MV- MOBILE PHONE","Cell phone"
"NY","VTL0402     01    0I0","NO DISTINCTIVE PLATE/INSECURE/DIRTY","Registration/plates"
"NY","VTL0375     40    0I0","INADEQUATE OR NO STOP LAMPS","Equipment"
"NY","VTL0401     01A   0I0","UNREGISTERED MOTOR VEHICLE","Registration/plates"
"NY","VTL0375     12A2  0I0","SIDEWINGS/SIDEWINDOWS/NON/TRASNPRNT","Equipment"
"NY","VTL0375     2A3   0I0","NO/INSUFFICIENT TAIL LAMPS","Lights"
"NY","VTL0511     01A   UM3","AGGRAVATED UNLIC OP 3RD (MISD)","License"
"NY","VTL1128     0A    0I0","MOVED FROM LANE UNSAFELY","Safe movement"
"NY","VTL1225-D   01    0I0","OPER MV WHILE USING PORTABLE ELEC DEV","Cell phone"
"NY","VTL0375     2A4   0I0","NO/INADEQUATE PLATE LAMPS","Lights"
"NY","VTL0375     31    0I0","INADEQUATE/NO MUFFLER","Equipment"
"NY","VTL1192     03    UM0","DRIVING WHILE INTOXICATED (MISD)","DUI"
"NY","VTL0509     08    0I0","FLD/NOTIFY DMV CHANGE OF ADDRESS","Paperwork"
"NY","VTL1163     0D    0I0","IMPROPER/NO SIGNAL","Safe movement"
"NY","VTL1129     0A    0I0","FOLLOWING TOO CLOSELY","Safe movement"
"NY","VTL1144-A   A     0I0","FLD DUE CARE FOR EMERG VEH STOPPED OR STANDING","Safe movement"
"NY","TL 140      2CII  0I0","NO FIRE EXTINGUISHER","Truck"
"NY","VTL1180     0F    0I0","SPEEDING IN POSTED WORK ZONE","Speeding"
"NY","TL 140      2DII  0I0","NO FIRE EXTINGUISHER","Truck"
"NY","VTL0375     42    0I0","UNLAWFUL SPEEDOMETER","Equipment"
"NY","VTL1192     02    UM0","DRIV'G W/.08 OF 1% OR  MORE OF ALC (MISD)","DUI"
"NY","VTL0375     30    0I0","DRIVERS VIEW OBSTRUCTED","Equipment"
"NY","VTL1172     0A    0I0","FLD TO STOP @ STOP SIGN","Stop sign/light"
"NY","VTL1201     0A    0I0","NO STOPPING/STANDING/PARKING ON HIGHWAY","Other"
"NY","VTL0319     01U   0I0","OPERATING WITHOUT INSURANCE","Paperwork"
"NY","VTL1180     0A    0I0","SPEED NOT REASONABLE & PRUDENT","Speeding"
"NY","VTL0375     35C   0I0","UNSAFE TIRE","Equipment"
"NY","VTL1120     0A    0I0","FAILED TO KEEP RIGHT","Safe movement"
"NY","VTL0512           UM0","OPERATING WHILE REGISTRATION SUSP/REVOKED","Registration/plates"
"NY","VTL0375     22    0I0","VISIBILTY DISTORTED BROKEN GLASS","Equipment"
"NY","VTL1229-C   03A   0I0","LAP/SHOULDER VIOLATION OR DJ VIOLATION","Safe movement"
"NY","VTL0375     40B   0I0","INADEQUATE OR NO STOP LAMPS","Lights"
"NY","VTL1128     D     0I0","DROVE ACROSS HAZARD MARKING","Safe movement"
"NY","VTL1111     D1    0I0","PASSED RED SIGNAL","Stop sign/light"
"NY","VTL1227     01    0I0","CONSUMPTION/ALCOHOL IN MOTR VEHICLE","DUI"
"NY","VTL1229-C   01B   0I0","BACK SEAT PASS AGE 4-7 NO/IMPROPER RESTRAINT","Seat belt"
"NY","VTL0375     12A3  0I0","REAR SIDE WINDOWS NON/TRANSPARENT","Equipment"
"NY","VTL0403     01    0I0","NO/MORE THAN ONE STICKER","Registration/plates"
"NY","VTL1128     0C    0I0","FAILED TO USE DESIGNATED LANE","Safe movement"
"NY","VTL0402     03    0I0","UNREGISTERED TRAILER","Registration/plates"
"NY","VTL0509     02    0I0","OPERATING OUT OF CLASS","Truck"
"NY","VTL1229-C   01A   0I0","BACK SEAT PASS LESS THAN 4 NO/IMP RESTRAINT","Seat belt"
"NY","VTL1163     E     0I0","FLD TO USE/IMPROPER USE-4-WAY FLASH","Safe movement"
"NY","VTL1144-A         0I0","FLD DUE CARE FOR EMERG VEH STOPPED OR STANDING","Safe movement"
"NY","TAX1815     A1A1  0V0","HUT/AFC  NO/SWITCHED TAX PERMIT/STICKER","Registration/plates"
"NY","VTL1229-C   01C   0I0","BACK SEAT PASS AGE 8-15 NO/IMPROPR SEAT BELT","Seat belt"
"NY","VTL0375     01B   0I0","UNAUTHORIZED STICKER","Registration/plates"
"NY","VTL0600     01A   0I0","LEAVING/SCENE PROPERTY DAMAGE ACC.","Other"
"NY","VTL0402     04    0I0","IMPROPER PLATES","Registration/plates"
"NY","VTL0375     18    0I0","NO/INADEQUATE DIRECTIONAL SIGNALS","Safe movement"
"NY","VTL0375     02A   0I0","NO HEADLAMPS/INCLEMENT","Lights"
"NY","VTL1192     2-AA  UM0","AGGRAVATED DWI-BLOOD ALCOHOL CONTENT .18 OR HIGHER","DUI"
"NY","VTL1211     0A    0I0","BACKING UNSAFELY","Safe movement"
"NY","VTL1163     0A    0I0","IMPROPER OR UNSAFE TURN/WITHOUT SIGNAL","Safe movement"
"NY","VTL0511     02A2  UM2","AGGRAVATED UNLIC OPER-2ND DEG.","License"
"NY","VTL0375     03    0I0","FAILED TO DIM HEADLIGHTS","Safe movement"
"NY","VTL1194     01B   0I0","REFUSAL TO TAKE BREATH TEST","DUI"
"NY","VTL0511     02A4  UM2","AGGRAVATED UNLICENSED OPERATION - 2ND DEGREE (MISD","License"
"NY","VTL0509     03    0I0","OPERATING/VIOLATION OF RESTRICTIONS","Truck"
"NY","VTL1180     0E    0I0","UNREASONABLE SPEED/SPECIAL HAZARDS","Speeding"
"NY","VTL1126     0A    0I0","DRIVING TO LEFT OF PAVEMENT MARKINGS","Safe movement"
"NY","VTL1123           0I0","IMPROPER PASSING","Safe movement"
"NY","VTL1192     04    UM0","DRIVING W/ABILITY IMPARED BY DRUG (MISD)","DUI"
"NY","VTL0375     01    0I0","NO/INADEQUATE EQUIPMENT","Equipment"
"OH","2152.02","Delinquent children - juvenile traffic offender definitions","Other"
"OH","2152.02N","Delinquent children - juvenile traffic offender definitions","Other"
"OH","2925.11","Possession of controlled substances","Other"
"OH","2925.11C3","Possession of controlled substances","Other"
"OH","4503.11A","Owner required to file application - taxes","Paperwork"
"OH","4503.21","Display of license plates and validation stickers or temporary license placard or windshield sticker","Registration/plates"
"OH","4503.21A","Display of license plates and validation stickers or temporary license placard or windshield sticker","Registration/plates"
"OH","4510.11","Driving under suspension or in violation of license restriction","License"
"OH","4510.111","DUS Child Support Failure Pay/Appr","Seat belt"
"OH","4510.11A","Driving under suspension or in violation of license restriction","License"
"OH","4510.12","Operating a motor vehicle without a valid license","License"
"OH","4510.12A","Operating a motor vehicle without a valid license","License"
"OH","4510.12A1","Operating a motor vehicle without a valid license","License"
"OH","4510.12A2","Driving w/o Motorcycle License/Endorsement","License"
"OH","4510.16","Driving Under Non Payment Judgment Susp.","Paperwork"
"OH","4510.16A","Driving Under Non Payment Judgment Susp.","Paperwork"
"OH","4510.21","Failure to reinstate license","License"
"OH","4510.21A","Failure to reinstate license","License"
"OH","4511.12","Traffic Control Dev/Signs","Safe movement"
"OH","4511.12A","Traffic Control Dev/Signs","Safe movement"
"OH","4511.13","Traffic Control Lights","Safe movement"
"OH","4511.13C","Traffic Control Lights","Safe movement"
"OH","4511.13C1","Traffic Control Lights","Safe movement"
"OH","4511.19A1A","Operating vehicle under the influence of alcohol or drugs – OVI","DUI"
"OH","4511.19A1D","Operating vehicle under the influence of alcohol or drugs – OVI","DUI"
"OH","4511.19A1H","OVI/BAC .17 or Above","DUI"
"OH","4511.2","Disregard of Safety","Other"
"OH","4511.202","Operation without being in reasonable control of vehicle, trolley, or streetcar","Safe movement"
"OH","4511.21","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.213","Approaching stationary public safety vehicle displaying emergency light.","Safe movement"
"OH","4511.213A1","Approaching stationary public safety vehicle displaying emergency light.","Safe movement"
"OH","4511.21A","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.21B","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.21B1","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.21B1A","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.21B3","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.21B4","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.21C","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.21D","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.21D1","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.21D2","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.21D3","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.21D4","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.21D5","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.21D6","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.21D7","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.21D8","Speed (hwy/expwy/freewy)","Speeding"
"OH","4511.25","Lanes of travel upon roadways of sufficient width","Safe movement"
"OH","4511.263B1","Vehicles traveling in opposite directions","Safe movement"
"OH","4511.27","Overtaking and passing of vehicles proceeding in the same directi","Safe movement"
"OH","4511.28","Improper Passing","Safe movement"
"OH","4511.3","Drv On Lft Side Of Roadway","Safe movement"
"OH","4511.31","Passing In Haz Zone","Safe movement"
"OH","4511.33","Driving In Marked Lanes","Safe movement"
"OH","4511.34","Following Too Close","Safe movement"
"OH","4511.34A","Following Too Close","Safe movement"
"OH","4511.35","Crossing Divided Hwy","Safe movement"
"OH","4511.39","VIO-Turn Signals","Safe movement"
"OH","4511.42","Right-of-way rule when turning left","Safe movement"
"OH","4511.43","Stop Sign","Stop sign/light"
"OH","4511.43A","Stop Sign","Stop sign/light"
"OH","4511.44","Right-of-way at highway from any place other than another roadway","Safe movement"
